#t(a.u.)         c11(t)         c12(t)         c22(t)          decay
    52.7       0.540172       -1.51024        3.90064       0.805374
    52.8       0.925614       -2.92804        9.12326       0.804712
    52.9        1.14779       -4.00319        13.1789        0.80405
      53        1.07441       -4.23962        17.7775       0.803386
    53.1       0.580874       -2.42973         11.597       0.802722
    53.2      -0.184472       0.980677       -5.46747       0.802058
    53.3       -0.81135        3.61518       -18.1381       0.801392
    53.4        -1.0009        3.63336       -13.1685       0.800726
    53.5      -0.898612        2.71017       -7.64289       0.800059
    53.6      -0.678907        1.72922       -3.72897       0.799392
    53.7      -0.430643       0.892868      -0.934079       0.798723
    53.8      -0.197797       0.324002       0.216395       0.798055
    53.9      0.0305011      -0.169985      -0.240084       0.797385
      54       0.274094      -0.995178        1.80491       0.796715
    54.1       0.468321       -2.04862         8.1936       0.796044
    54.2       0.438763       -2.00564        8.82037       0.795372
    54.3       0.184865      -0.681777       0.222876         0.7947
    54.4     -0.0759405        0.12842         -1.188       0.794027
    54.5      -0.292103       0.626081       -2.12312       0.793353
    54.6      -0.463601        1.07185       -3.90779       0.792679
    54.7      -0.565721        1.09486       -1.30139       0.792004
    54.8      -0.643981        1.13317      -0.570377       0.791328
    54.9       -0.72217        1.64346       -5.74219       0.790652
      55       -0.67696        1.57128       -6.66579       0.789975
    55.1      -0.468465        0.27542        1.42928       0.789298
    55.2      -0.324249      -0.672854        7.20368        0.78862
    55.3       -0.42567     -0.0699584        4.96778       0.787941
    55.4      -0.668905        1.48462       -5.09414       0.787261
    55.5      -0.792017        2.12567       -7.87805       0.786581
    55.6      -0.734003        1.85204       -4.24858         0.7859
    55.7      -0.551142        1.36528        -4.8139       0.785219
    55.8      -0.274498        0.40053      -0.184217       0.784537
    55.9     -0.0135166     -0.0931541       0.866766       0.783854
      56       0.258691      -0.483983       -1.91736       0.783171
    56.1       0.619741       -1.91641        5.30366       0.782487
    56.2       0.903528       -3.03865         11.522       0.781802
    56.3       0.979527       -3.26117        11.8141       0.781117
    56.4       0.816007       -2.72141        10.7915       0.780431
    56.5       0.414105      -0.757359      -0.293978       0.779745
    56.6      0.0276144       0.841023       -6.25058       0.779058
    56.7      -0.169908        1.29118       -6.35352        0.77837
    56.8        -0.2034        1.07984       -2.89005       0.777682
    56.9        -0.1731        1.17784       -4.37074       0.776993
      57     -0.0219138        1.02935       -7.71782       0.776304
    57.1       0.332143       -0.50372        1.24861       0.775614
    57.2       0.704275       -2.02741        8.87996       0.774923
    57.3       0.919307       -2.45923         6.6708       0.774232
    57.4        1.00892       -2.57606        7.65262        0.77354
    57.5       0.995542       -2.20536        4.59784       0.772848
    57.6       0.957598       -2.11263        5.13097       0.772155
    57.7       0.887194        -2.0011        3.93701       0.771462
    57.8       0.768343       -1.91867         6.1699       0.770767
    57.9        0.55019       -1.33458        5.57519       0.770073
      58       0.245998     -0.0766021      -0.488238       0.769377
    58.1     0.00860095        1.10171       -8.75592       0.768682
    58.2      0.0179502        0.64163       -4.74046       0.767985
    58.3       0.148356      -0.463803        2.96579       0.767288
    58.4        0.20031      -0.838729        4.26131       0.766591
    58.5       0.125624      -0.574764        4.10336       0.765893
    58.6     -0.0423322       0.459037       -3.26693       0.765194
    58.7     -0.0980872       0.824179       -5.92849       0.764495
    58.8       0.041284      -0.278521        1.66878       0.763795
    58.9        0.15418       -1.39202        9.09231       0.763095
      59    -0.00793248      -0.624452        5.63237       0.762394
    59.1      -0.343125        1.54767       -7.74664       0.761692
    59.2       -0.44769        2.19675       -11.3696       0.760991
    59.3      -0.213747       0.924477       -3.65523       0.760288
    59.4       0.142801      -0.683896        3.68698       0.759585
    59.5       0.424554       -2.03474        11.5497       0.758882
    59.6       0.424078       -1.50922        5.62677       0.758177
    59.7       0.272759       -0.27568       -2.82776       0.757473
    59.8       0.219127      -0.213035       -1.94364       0.756768
    59.9       0.232657      -0.870749        4.14434       0.756062
      60      0.0990621      -0.595825        6.60304       0.755356
    60.1      -0.229554        1.37794       -6.58426       0.754649
    60.2      -0.435874        2.59167       -12.7715       0.753942
    60.3      -0.334246        2.28219       -10.7405       0.753234
    60.4      0.0446342       0.677424       -3.05873       0.752526
    60.5       0.521156       -1.18582        3.35697       0.751817
    60.6       0.930946       -2.75273        9.41779       0.751108
    60.7        1.14043       -3.60674        14.3974       0.750398
    60.8        1.03967       -2.79036        8.77484       0.749688
    60.9       0.778673       -1.22247       -3.04033       0.748977
      61       0.626342       -1.36386        4.84721       0.748266
    61.1       0.413721      -0.747692        2.15311       0.747555
    61.2       0.183424     -0.0243226       -1.70666       0.746842
    61.3      0.0185582      -0.179407        2.79009        0.74613
    61.4      -0.226237       0.497302       -1.12484       0.745417
    61.5       -0.50116        1.46371       -5.67512       0.744703
    61.6      -0.701049        1.71841        -1.2044       0.743989
    61.7      -0.894813         2.7861       -10.5595       0.743274
    61.8      -0.910324        2.93878         -10.74       0.742559
    61.9      -0.700923        1.95915       -5.18442       0.741844
      62       -0.39581        0.56398       0.511016       0.741128
    62.1      -0.178681       -0.43098        5.95659       0.740411
    62.2      -0.194071       0.256889      -0.960281       0.739694
    62.3      -0.243215       0.870512       -6.09522       0.738977
    62.4      -0.187229       0.180638        1.68818       0.738259
    62.5      -0.211155       0.239067         1.0832       0.737541
    62.6      -0.307552       0.870132       -3.66422       0.736822
    62.7      -0.353233        1.01817       -2.60287       0.736103
    62.8      -0.328129        1.01006       -4.39195       0.735383
    62.9      -0.207484       0.486676       -2.38726       0.734663
      63     -0.0428154      -0.379071         2.6787       0.733943
    63.1      0.0671025       -1.19743        7.43782       0.733222
    63.2     -0.0305198      -0.998806         7.5854         0.7325
    63.3      -0.355779        0.74786       -3.36985       0.731779
    63.4      -0.637908        2.03684       -9.35897       0.731056
    63.5      -0.715778        1.91308       -5.71755       0.730334
    63.6      -0.696058         1.5386       -2.73655       0.729611
    63.7      -0.673437         1.5307       -2.76741       0.728887
    63.8      -0.625838        1.52517       -3.25247       0.728163
    63.9      -0.529991        1.50913       -5.05106       0.727439
      64      -0.338022        1.17189       -4.60258       0.726714
    64.1     -0.0247092        0.22536       -1.00109       0.725989
    64.2       0.334423      -0.829753       0.649049       0.725263
    64.3       0.694679       -2.26353        7.63127       0.724538
    64.4       0.900336       -3.10631        13.0131       0.723811
    64.5       0.828725        -2.1396        4.79658       0.723084
    64.6       0.713154       -1.29029       -2.11042       0.722357
    64.7       0.740373       -2.25909        6.43294        0.72163
    64.8       0.659622       -3.02114        15.6375       0.720902
    64.9       0.191337       -1.15692        7.15684       0.720173
      65      -0.448663        1.93388       -9.86853       0.719445
    65.1      -0.821293        3.34761       -15.2515       0.718716
    65.2      -0.797343        2.74451       -9.51128       0.717986
